tipo,i,j,t,ativo,valor,F_max,b,R,c_loss,eta_ch,eta_dis,P_ch_max,P_dis_max,E_min,E_max,E0,c_ch,c_dis
BARRA,1.0,,,,,,,,,,,,,,,,,
BARRA,2.0,,,,,,,,,,,,,,,,,
BARRA,3.0,,,,,,,,,,,,,,,,,
BARRA,4.0,,,,,,,,,,,,,,,,,
BARRA,5.0,,,,,,,,,,,,,,,,,
BARRA,6.0,,,,,,,,,,,,,,,,,
BARRA,7.0,,,,,,,,,,,,,,,,,
BARRA,8.0,,,,,,,,,,,,,,,,,
BARRA,9.0,,,,,,,,,,,,,,,,,
BARRA,10.0,,,,,,,,,,,,,,,,,
BARRA,11.0,,,,,,,,,,,,,,,,,
BARRA,12.0,,,,,,,,,,,,,,,,,
BARRA,13.0,,,,,,,,,,,,,,,,,
BARRA,14.0,,,,,,,,,,,,,,,,,
BARRA,15.0,,,,,,,,,,,,,,,,,
BARRA,16.0,,,,,,,,,,,,,,,,,
BARRA,17.0,,,,,,,,,,,,,,,,,
BARRA,18.0,,,,,,,,,,,,,,,,,
BARRA,19.0,,,,,,,,,,,,,,,,,
BARRA,20.0,,,,,,,,,,,,,,,,,
BARRA,21.0,,,,,,,,,,,,,,,,,
BARRA,22.0,,,,,,,,,,,,,,,,,
BARRA,23.0,,,,,,,,,,,,,,,,,
BARRA,24.0,,,,,,,,,,,,,,,,,
BARRA,25.0,,,,,,,,,,,,,,,,,
BARRA,26.0,,,,,,,,,,,,,,,,,
BARRA,27.0,,,,,,,,,,,,,,,,,
BARRA,28.0,,,,,,,,,,,,,,,,,
BARRA,29.0,,,,,,,,,,,,,,,,,
BARRA,30.0,,,,,,,,,,,,,,,,,
BARRA,31.0,,,,,,,,,,,,,,,,,
BARRA,32.0,,,,,,,,,,,,,,,,,
BARRA,33.0,,,,,,,,,,,,,,,,,
LINHA,1.0,2.0,,,,0.8,21.27659574468085,0.0922,150.0,,,,,,,,,
LINHA,2.0,3.0,,,,0.8,3.982477100756671,0.493,150.0,,,,,,,,,
LINHA,3.0,4.0,,,,0.8,5.364806866952789,0.366,150.0,,,,,,,,,
LINHA,4.0,5.0,,,,0.8,5.151983513652756,0.3811,150.0,,,,,,,,,
LINHA,5.0,6.0,,,,0.8,1.4144271570014144,0.819,150.0,,,,,,,,,
LINHA,6.0,7.0,,,,0.8,1.6160310277957337,0.1872,150.0,,,,,,,,,
LINHA,7.0,8.0,,,,0.8,4.253509145044662,0.7114,150.0,,,,,,,,,
LINHA,8.0,9.0,,,,0.8,1.351351351351351,1.03,150.0,,,,,,,,,
LINHA,9.0,10.0,,,,0.8,1.351351351351351,1.044,150.0,,,,,,,,,
LINHA,10.0,11.0,,,,0.8,15.384615384615383,0.1966,150.0,,,,,,,,,
LINHA,11.0,12.0,,,,0.8,8.077544426494347,0.3744,150.0,,,,,,,,,
LINHA,12.0,13.0,,,,0.8,0.8658008658008658,1.468,150.0,,,,,,,,,
LINHA,13.0,14.0,,,,0.8,1.402721279281807,0.5416,150.0,,,,,,,,,
LINHA,14.0,15.0,,,,0.8,1.9011406844106464,0.591,150.0,,,,,,,,,
LINHA,15.0,16.0,,,,0.8,1.8348623853211008,0.7463,150.0,,,,,,,,,
LINHA,16.0,17.0,,,,0.8,0.5810575246949448,1.289,150.0,,,,,,,,,
LINHA,17.0,18.0,,,,0.8,1.7421602787456447,0.732,150.0,,,,,,,,,
LINHA,2.0,19.0,,,,0.8,6.389776357827476,0.164,150.0,,,,,,,,,
LINHA,19.0,20.0,,,,0.8,0.7377895824110964,1.5042,150.0,,,,,,,,,
LINHA,20.0,21.0,,,,0.8,2.0903010033444818,0.4095,150.0,,,,,,,,,
LINHA,21.0,22.0,,,,0.8,1.066894270777766,0.7089,150.0,,,,,,,,,
LINHA,3.0,23.0,,,,0.8,3.243593902043464,0.4512,150.0,,,,,,,,,
LINHA,23.0,24.0,,,,0.8,1.410238330277817,0.898,150.0,,,,,,,,,
LINHA,24.0,25.0,,,,0.8,1.426330052774212,0.896,150.0,,,,,,,,,
LINHA,6.0,26.0,,,,0.8,9.67117988394584,0.203,150.0,,,,,,,,,
LINHA,26.0,27.0,,,,0.8,6.91085003455425,0.2842,150.0,,,,,,,,,
LINHA,27.0,28.0,,,,0.8,1.071007818357074,1.059,150.0,,,,,,,,,
LINHA,28.0,29.0,,,,0.8,1.4273479874393378,0.8042,150.0,,,,,,,,,
LINHA,29.0,30.0,,,,0.8,3.868471953578336,0.5075,150.0,,,,,,,,,
LINHA,30.0,31.0,,,,0.8,1.038421599169263,0.9744,150.0,,,,,,,,,
LINHA,31.0,32.0,,,,0.8,2.7631942525559547,0.3105,150.0,,,,,,,,,
LINHA,32.0,33.0,,,,0.8,1.8860807242549984,0.341,150.0,,,,,,,,,
DEMANDA,1.0,,1.0,,0.04923,,,,,,,,,,,,,
DEMANDA,2.0,,1.0,,0.04923,,,,,,,,,,,,,
DEMANDA,3.0,,1.0,,0.04923,,,,,,,,,,,,,
DEMANDA,4.0,,1.0,,0.04923,,,,,,,,,,,,,
DEMANDA,5.0,,1.0,,0.04923,,,,,,,,,,,,,
DEMANDA,6.0,,1.0,,0.04923,,,,,,,,,,,,,
